id,internal_station_id,collected_at,temperature_C,salinity,dissolved_oxygen_mg/L,chlorophyll_ug/L,pheophytin_ug/L,turbidty_NTU,nitrate_nitrite_uM,ammonium_uM,ortho_phosphate_uM,silicate_uM,particulate_organic_nitrogen_uM,particulate_organic_carbon_uM,total_dissolved_nitrogen_uM,total_dissolved_phosphorus_uM,total_nitrogen_uM,total_phosphorus_uM,total_nitrogen_TDN_PON
8076,63,2021-07-22T15:15:00.000Z,25,26,4.8,3.75,2.3,3.4,2.34,2.79,0.38,14.53,15.65,165.35,27.4,1.17,27.9,1.12,43.05
8077,63,2021-07-30T09:15:00.000Z,21,26,4.1,3.07,2.55,4.35,2.26,11.39,0.17,16.3,11.18,89.67,40.2,0.546,42.9,0.76,51.38
8078,63,2021-08-06T15:00:00.000Z,23,24,4.2,18.79,16.17,20,2.87,4.45,0.38,16.14,75.16,747.64,50.1,1.05,90.3,4.25,125.26
8079,63,2021-08-14T09:00:00.000Z,25,32,3.6,5.07,5.35,2.48,1.36,5.16,0.5,6.86,12.93,105.45,39.6,0.974,37.9,2.04,52.53
8080,63,2021-08-27T08:00:00.000Z,24,28,3.6,5.85,5.29,5.71,2.75,17.69,0.47,15.52,17.03,135.6,49.4,0.773,52.7,2.17,66.43
8081,63,2021-09-03T13:30:00.000Z,21,26,4.2,4.78,3.04,7.85,9.32,35.74,0.07,45.71,15.36,227.91,59.9,0.372,59.1,1.16,75.26
8082,63,2021-09-10T07:00:00.000Z,19,24,3.6,6.2,5.91,11,3.88,21.3,0.14,32.7,36.46,403.4,58.6,0.354,61.2,2.86,95.06
8083,63,2021-09-17T13:30:00.000Z,17,25,4.15,7.21,5.88,5.89,5.01,19.85,0.21,27.4,21.03,261.06,43.4,0.819,40.8,1.64,64.43
8084,63,2021-09-25T07:00:00.000Z,14,26,3.8,5.23,5.55,4.43,4.11,10.86,0.22,21.72,14.75,153.37,37.9,0.533,35.5,1.3,52.65
8085,63,2021-10-01T12:00:00.000Z,17,30,4.4,5.86,3.12,2.5,2.69,9.73,0.22,20.11,15.54,134.54,38.5,0.632,57.4,0.877,54.04
8086,63,2021-10-15T12:00:00.000Z,16,28,5.4,14.48,11.79,17.9,2.92,4.2,0.27,28.44,95.27,895.67,35.4,0.609,107,2.02,130.67
8087,63,2021-11-17T14:00:00.000Z,5,32,5.8,3.47,2.79,3.33,3.29,5.5,0.09,22.01,11.18,126.9699075,26.5,0.291,24,0.589,37.68
8088,63,2021-12-30T12:30:00.000Z,3,33,5.2,7.48,4.32,3.5,2.92,2.48,0.09,13.96,23.96,205.0191672,17.9,0.251,32.4,0.591,41.86
8089,63,2022-01-26T10:00:00.000Z,-2,32,6.5,6.07,5.46,8.75,2.33,6.94,0.01,23.51,20.22,216.18,22.4,0.14,31.3,0.54,42.62
8090,63,2022-02-23T08:30:00.000Z,10,29,6,27.71,19.42,55.3,1.65,1.8,0.09,14.66,408.23,3811.74,21.1,0.27,235,3.87,429.33
8091,63,2022-03-25T10:30:00.000Z,9,28,5.5,7.06,3.97,6.56,1.28,4.9,0.09,19.97,18.03,210.03,20.8,0.4,39.5,1.51,38.83
8092,63,2022-04-27T14:00:00.000Z,13,30,6.2,1.51,1.02,1.51,1.42,2.49,0.11,13.63,8.36,80.25,28.6,0.5,28.2,0.73,36.96
8093,63,2022-05-21T09:00:00.000Z,16,30,4.7,3.27,2.69,5.65,3.72,4.81,0.09,12.74,15.99,239.18,30.2,0.33,31.8,2.02,46.19
8094,63,2022-05-25T13:00:00.000Z,17,32,4.7,1.57,0.89,2.89,0.96,1.63,0.13,6.57,12.16,142.94,24.1,0.56,25.1,1.24,36.26
8095,63,2022-06-06T09:30:00.000Z,18,27,4.2,1.49,1.84,2.38,2.57,4.54,0.16,27.06,9.02,99.76,27.4,0.51,26.5,1.46,36.42
8096,63,2022-06-15T17:00:00.000Z,22,31,4.6,4.52,1.63,1.32,1.18,1.86,0.4,2.56,12.68,106.76,29.9,0.78,27.6,1.53,42.58
8097,63,2022-06-22T11:30:00.000Z,19,30,4.7,4.07,2.05,2.66,1.59,3.89,0.19,12.4,11.55,112.69,38,0.66,35.8,1.16,49.55
8098,63,2022-06-30T05:30:00.000Z,21,29,4.5,2.77,2.23,1.75,1.96,2.92,0.21,15.14,13.29,112.71,27.6,0.78,30.7,1.42,40.89
8099,63,2022-07-07T10:30:00.000Z,23,30,3.9,2.89,1.94,1.4,0.01,0.72,0.39,3.68,10.66,78.71,30.8,0.94,23.9,1.34,41.46
8100,63,2022-07-14T16:15:00.000Z,25,30,4.8,4.1,1.8,2.3,0.94,1.01,0.28,10.54,14.03,133.95,40.2,1.1,42.7,2.01,54.23
8101,63,2022-07-20T10:00:00.000Z,29,31,4.9,5.77,3.87,2.81,0.93,1.48,0.46,7.08,18.63,151.75,29,1.39,35,2.82,47.63
8102,63,2022-07-26T15:00:00.000Z,25,27,4.4,5.05,2.17,2.32,1.57,1.74,0.8,14.67,14.71,139.48,32.8,1.62,43.5,2.7,47.51
8103,63,2022-08-04T09:00:00.000Z,26,31,3.5,5.3,4.47,4.67,1,2.42,1.09,14.21,24.62,204.17,36.2,1.88,35.9,4.02,60.82
8104,63,2022-08-18T09:00:00.000Z,19,32,3.9,9.39,14.29,24.4,1.99,4.8,0.77,17.85,86.52,814.78,39.1,1.54,95.6,9.5,125.62
8105,63,2022-08-26T16:00:00.000Z,26,26,2.8,17.23,14.48,17.9,2.62,3.16,0.49,25.78,58.98,583.12,46.2,1.37,137,9.89,105.18
8106,63,2022-09-02T08:30:00.000Z,21,31,3.2,3.92,2.84,2.68,2.14,5.36,0.82,15.33,12.94,105.66,36.8,1.65,34,2.55,49.74
8107,63,2022-09-08T14:30:00.000Z,20,32,5.3,1.5,1.15,2.3,1.94,8.4,1.43,10.67,14.4,124.05,45.6,2.3,31.5,2.39,60
8108,63,2022-09-16T08:30:00.000Z,16,32,3.7,4.01,2.63,1.68,2.09,4.98,0.5,7.73,9.9,80.97,28.4,0.93,48.2,1.96,38.3
8109,63,2022-09-21T13:30:00.000Z,19,30,4.5,3.55,4.84,5.7,2.06,6.37,0.9,8.47,21.78,168.3,32.7,1.19,41.7,4.16,54.48
8110,63,2022-10-01T08:00:00.000Z,13,32,3.9,2.34,2.04,1.63,2.37,5.35,0.87,9.06,8.16,68.8,38.9,1.27,27.4,1.54,47.06
8111,63,2022-10-07T14:15:00.000Z,17,28,4.3,6.65,9.69,19.1,5.55,8.7,0.29,24.6,93.98,745.23,45.3,0.54,64.2,3.58,139.28
8112,63,2022-10-16T09:00:00.000Z,13,25,4.1,7.1,6.8,8.35,6.06,14.16,0.2,32.18,36.05,395.38,44.6,0.37,52.3,1.34,80.65
8113,63,2022-11-18T11:00:00.000Z,4,30,5.3,,,15.8,5.21,12.62,0.13,53.12,76.56,699.01,36.2,0.42,74.8,3.76,112.76
8114,63,2022-12-19T12:00:00.000Z,1,30,2.7,,,4.81,3.59,6.5,0.1,37.85,17.04,188.56,23.9,0.27,46.5,1.61,40.94
8115,63,2023-01-30T11:00:00.000Z,3,28,4.6,5.6,3.75,12,1.72,3.32,0.01,17.92,58.35,524.19,17.9,0.13,76.4,4.11,76.25
8116,63,2023-03-02T13:30:00.000Z,3,32,4.6,1.86,0.86,3.38,1.73,2.71,0.1,14.1,14.03,128.64,19,0.21,53.1,3.94,33.03
8117,63,2023-04-26T09:15:00.000Z,9,29,3.4,0.83,0.91,2.49,1.06,3.13,0.14,15.95,11.34,116.08,25.7,0.33,21.9,0.35,37.04
8118,63,2023-05-11T09:01:00.000Z,15.3,28.85,8.02,5.1,3.05,3.84,0.29,1.44,0.07,9.43,18.71,187.87,10.4,0.37,28.3,1.99,29.11
8119,63,2023-05-17T15:00:00.000Z,14,31,4.4,1.16,0.91,1.71,0.33,1.11,0.35,10.05,10.31,91.87,21.1,0.26,23,0.37,31.41
8120,63,2023-05-26T09:30:00.000Z,15,30,4.6,1.52,0.97,2.2,1.81,2.3,0.28,11.1,10.16,89.89,22.3,0.38,18.5,0.48,32.46
8121,63,2023-06-01T14:30:00.000Z,22,28,4.4,5.03,3.69,7.64,1.55,1.04,0.22,12.85,24.28,237.16,24.1,0.59,43.1,3.04,48.38
8122,63,2023-06-09T08:30:00.000Z,15,30,2.8,1.06,0.81,1.63,1.71,1.68,0.28,6.69,5.02,54.25,23,0.56,20.8,1.07,28.02
8123,63,2023-06-16T15:30:00.000Z,23,26,4,3.09,1.33,2.95,2.19,1.14,0.26,14.03,9.5,90.97,49,0.6,54.9,1.42,58.5
8124,63,2023-06-26T10:30:00.000Z,23,24,3.4,14.13,6.61,6.22,0.34,0.54,0.38,24.54,30.94,271.41,27.7,0.85,51.5,3.47,58.64
8125,63,2023-07-08T08:00:00.000Z,23,28,2.2,3.42,1.36,2.47,1.94,3.45,0.92,16.57,9.01,92.82,26.9,1.17,32.2,1.98,35.91
8126,63,2023-07-15T15:00:00.000Z,26,22,3.9,38.08,10.49,7.17,2.39,1.22,0.67,37.72,30.9,297.47,38.3,1.3,219,18.9,69.2
8127,63,2023-07-23T08:15:00.000Z,24,25,3.3,7.39,2.98,2.53,2.23,3.5,0.71,32.02,13.72,118.02,37.4,1.3,30.1,2.44,51.12
8128,63,2023-07-27T11:00:00.000Z,25,24,3.2,4.97,3.85,19.1,1.47,2.22,1.02,36.47,71.78,653.46,34.8,1.58,61.2,7.33,106.58
8129,63,2023-08-06T08:00:00.000Z,21,30,3.8,2.96,2.21,2.88,1.13,2.63,0.45,14.05,10.11,92.9,20.5,0.83,24.6,1.77,30.61
8130,63,2023-08-11T13:00:00.000Z,23,25,4.8,5.98,2.7,2.79,3.17,3.35,0.44,23.65,10.41,101.01,30.3,0.78,29.6,2.05,40.71
8131,63,2023-08-19T06:30:00.000Z,18,26,3.2,5.61,4.92,10.35,2.17,10.88,0.9,29.73,31.04,317.17,29.8,0.87,48.7,5.03,60.84
8132,63,2023-08-24T09:30:00.000Z,20,30,3.5,5.5,2.95,7.53,2.4,5.18,0.7,19.74,56.95,576.7,37.5,1.38,36.8,2.34,94.45
8133,63,2023-08-30T15:30:00.000Z,22,25,3.8,10.75,10.84,10.04,2.88,10.75,0.55,26.84,38.6,387.55,44.1,0.91,73,4.85,82.7
8134,63,2023-09-07T10:00:00.000Z,24,29,2.9,3.8,1.58,3.76,1.53,5.38,0.62,13.97,12.55,119.77,27.4,1.07,26.9,1.5,39.95
8135,63,2023-09-12T15:00:00.000Z,25,26,3.8,7.53,6.03,5.76,2.61,10.08,1.45,31.06,17.56,150.01,34.5,1.47,46.1,4.94,52.06
8136,63,2023-09-21T08:30:00.000Z,17,29,3.4,1.41,2.02,4.36,4.81,12.58,0.77,27.29,14.48,168.18,45.7,0.66,39.8,1.15,60.18
8137,63,2023-09-28T15:50:00.000Z,16,29,5.5,2.93,1.98,2.35,2.78,9.71,0.68,21.17,7.05,108.15,37.4,0.72,39.9,1.08,44.45
8138,63,2023-10-06T09:30:00.000Z,18,24,4.2,1.39,2.1,3.86,5.35,8.46,0.48,48.2,10.27,103.71,43.8,0.83,32.3,1.39,54.07
8139,64,2006-06-23T14:25:00.000Z,23.5,10,6.7,,,,9.19,,0.32,,,,,,,,
8140,64,2006-06-30T18:00:00.000Z,23.5,11,7.5,,,,7.99,,0.38,,,,,,,,
8141,64,2006-07-09T14:10:00.000Z,23.5,13.5,6.9,,,,7.59,,0.22,,,,,,,,
8142,64,2006-07-14T16:00:00.000Z,26,27,8.2,,,,8.27,,1.69,,,,,,,,
8143,64,2006-07-21T11:00:00.000Z,21,19,6.4,,,,10.11,,1.09,,,,,,,,
8144,64,2006-07-28T17:40:00.000Z,25.2,22,7.05,,,,9.49,,0.6,,,,,,,,
8145,64,2006-08-05T11:24:00.000Z,24,22,7.6,,,,5.75,,0.31,,,,,,,,
8146,64,2006-08-11T16:30:00.000Z,22,29,8.6,,,,1.08,,0.74,,,,,,,,
8147,64,2006-08-19T11:40:00.000Z,22.5,21,8.15,,,,9.07,,0.46,,,,,,,,
8148,64,2006-08-26T17:40:00.000Z,21,15,9.5,,,,13.3,,0.35,,,,,,,,
8149,64,2006-09-01T10:47:00.000Z,19.5,11,8.5,,,,18.37,,0.76,,,,,,,,
8150,64,2006-09-08T16:00:00.000Z,20.5,23.5,7.6,,,,4.79,,0.38,,,,,,,,
8151,64,2006-09-16T10:30:00.000Z,18,17.5,7.7,,,,14.17,,0.31,,,,,,,,
8152,64,2006-09-24T16:30:00.000Z,19,25,7.9,,,,1.48,,0.15,,,,,,,,
8153,64,2006-10-02T10:30:00.000Z,15,15.5,8.05,,,,7.33,,0.22,,,,,,,,
8154,64,2006-10-09T17:00:00.000Z,15.5,25,8.7,,,,6.22,,0.5,,,,,,,,
8155,64,2006-10-16T11:00:00.000Z,12,20,8.85,,,,10.04,,0.35,,,,,,,,
8156,64,2006-10-23T16:30:00.000Z,11.8,23,8.7,,,,6.75,,0.4,,,,,,,,
8157,64,2006-11-01T10:30:00.000Z,11.8,13.8,9.05,,,,6.25,,0.32,,,,,,,,
8158,64,2006-11-07T16:20:00.000Z,7.5,21.5,,,,,8.83,,0.31,,,,,,,,
8159,64,2007-05-01T14:25:00.000Z,14.5,10.5,8.85,0.82,0.97,,,,,,,,,,,,
8160,64,2007-05-07T18:50:00.000Z,14.5,11,9.3,0.79,1.07,,6.88,,0.51,,,,,,,,
8161,64,2007-05-16T14:15:00.000Z,18.5,20,7.9,0.78,0.62,,4.69,,0.3,,,,,,,,
8162,64,2007-05-23T19:30:00.000Z,18.8,13.5,8.8,0.49,0.41,,4.55,,0.21,,,,,,,,
8163,64,2007-06-03T17:15:00.000Z,18.9,12.5,7.3,1.81,1.17,,7.29,,0.52,,,,,,,,
8164,64,2007-06-13T14:03:00.000Z,16,17.1,7.7,3.84,1.68,,11.39,,0.68,,,,,,,,
8165,64,2007-06-20T18:30:00.000Z,21.5,23,7.6,4.41,1.35,,8.84,,1.13,,,,,,,,
8166,64,2007-07-05T19:11:00.000Z,21,19.5,7.85,2.41,1.11,,8.93,,0.96,,,,,,,,
8167,64,2007-07-14T00:00:00.000Z,22.5,21,8.5,10.25,1.86,,3.6,,0.23,,,,,,,,
8168,64,2007-07-24T11:28:00.000Z,21.5,18.5,6.95,5.21,0.95,,10.26,,0.37,,,,,,,,
8169,64,2007-08-03T17:15:00.000Z,25.5,31.5,9.1,,,,0.37,,0.34,,,,,,,,
8170,64,2007-08-21T10:00:00.000Z,19.8,18,7.5,1.89,1.54,,23.66,,0.77,,,,,,,,
8171,64,2007-08-30T16:15:00.000Z,22.5,28,8.3,7.87,2.21,,0.21,,0.88,,,,,,,,
8172,64,2007-09-16T16:30:00.000Z,18.5,31,8.9,3.84,1.38,,1.81,,0.56,,,,,,,,
8173,64,2007-09-30T17:15:00.000Z,17.5,32.5,7.75,4.65,2.63,,2.77,,0.55,,,,,,,,
8174,64,2007-10-18T08:10:00.000Z,13.5,22,7.7,,,,27,,1.01,,,,,,,,
8175,64,2007-10-28T16:50:00.000Z,13.8,27,7.65,2.22,1.78,,,,,,,,,,,,
8176,64,2007-11-10T15:30:00.000Z,6,22,9.3,1.44,2.22,,,,,,,,,,,,
8177,64,2007-11-17T08:50:00.000Z,6.5,14,9.5,0.81,1.39,,,,,,,,,,,,
8178,64,2008-05-20T15:30:00.000Z,14.2,18,8.9,2.94,1.77,1.58,2.97,,0.11,,,,,,,,
8179,64,2008-06-07T17:30:00.000Z,19,24.8,7.8,1.6,1.53,2.49,3.6,,0.15,,,,,,27.22,1.23,
8180,64,2008-06-26T09:00:00.000Z,21,19,6.5,2.39,2.39,2.21,3.82,,0.16,,,,,,36.48,1.41,
8181,64,2008-07-22T18:00:00.000Z,22.5,27,8.4,9.19,4.06,2.24,2.87,,0.29,,,,,,29.25,1.86,
8182,64,2008-08-06T18:00:00.000Z,19.5,27.5,7.1,3.95,1.84,1.32,2.43,,0.29,,,,,,28.88,1.7,
8183,64,2008-08-26T10:00:00.000Z,20,27,6.7,2.43,1.91,2.55,1.77,,0.45,,,,,,11.14,2.25,
8184,64,2008-09-09T09:45:00.000Z,21,14.8,6.8,4.24,2.46,2.78,2.31,,0.39,,,,,,26.13,1.86,
8185,64,2008-09-19T16:45:00.000Z,17,30,12.2,12.54,3.67,4.35,0.46,,1.11,,,,,,27.04,2.88,
8186,64,2008-10-09T10:27:00.000Z,14.5,20,8.15,1.97,1.16,2.32,4.55,,0.21,,,,,,26.86,1.1,
8187,64,2008-10-16T15:30:00.000Z,15.5,30,9.5,18.36,7.97,4.22,0.13,,0.57,,,,,,,,
8188,64,2008-10-26T13:00:00.000Z,14.5,12.5,7.9,0.88,2.26,8.94,12.14,,0.61,,,,,,,,
8189,64,2008-11-09T11:00:00.000Z,13.5,15.5,8.5,3.2,2.39,1.95,7.58,,0.25,,,,,,,,
8190,64,2009-05-23T15:00:00.000Z,17.5,16,8.2,12.89,3.93,5.38,4.4,,0.06,,,,,,46.36,3.59,
8191,64,2009-06-20T12:30:00.000Z,19.9,17.5,7.3,2.14,3.95,0.99,10.9,,0.03,,,,,,52.5,1.39,
8192,64,2009-07-08T16:00:00.000Z,20,10,7.35,2.56,3.96,0.93,11.97,,0.18,,,,,,72.32,2.01,
8193,64,2009-07-28T09:00:00.000Z,22.5,11,5.8,1.34,2.5,1.49,5.44,,0.23,,,,,,18.49,1.65,
8194,64,2009-08-06T15:00:00.000Z,22.5,15,7.8,6.42,8.9,2.26,,,,,,,,,,,
8195,64,2009-08-21T15:30:00.000Z,24.5,27,7.4,5.57,5.47,3.86,0.64,,0.13,,,,,,,,
8196,64,2009-09-11T08:00:00.000Z,16,11,7.85,7.6,7.53,4.21,10.09,,0.16,,,,,,,,
8197,64,2009-09-25T19:00:00.000Z,17,25,10,1.15,2.06,4.68,2.18,,0.07,,,,,,,,
8198,64,2009-10-13T10:00:00.000Z,12,18,8.6,2.16,5.78,2.64,5.52,,0.52,,,,,,,,
8199,64,2009-10-27T11:00:00.000Z,10,11,8.9,0.96,1.9,1.76,4.57,,0.19,,,,,,12.73,1.75,
8200,64,2010-05-11T13:00:00.000Z,13,10,8.8,0.42,1.39,2.35,15.54,4.03,0.19,,,,,,46.57,0.99,
8201,64,2010-05-20T08:00:00.000Z,13.5,13.5,7.5,0.62,2.32,2.76,14.2,6.89,0.43,,,,,,32.68,0.77,
8202,64,2010-06-04T08:20:00.000Z,19,14,6.6,,,2.03,11.58,1.61,0.23,,,,,,52.45,1.2,
8203,64,2010-06-17T06:45:00.000Z,17.5,18,6.4,1.55,4.79,9.56,16.26,4.2,0.49,,,,,,54.57,4.87,
8204,64,2010-07-13T17:00:00.000Z,25,20.5,5.7,8.26,8.42,22.77,10.02,2.73,0.62,,,,,,75.62,13.73,
8205,64,2010-08-07T12:00:00.000Z,21,27,8.75,10.73,4.1,3.03,2.27,1.65,0.41,,,,,,29.03,2.13,
8206,64,2010-08-17T09:00:00.000Z,22,26,5.9,4.72,4.37,3.09,9.52,5.63,0.58,,,,,,32.71,1.55,
8207,64,2010-09-07T13:30:00.000Z,21.5,23,7.3,11.62,3.4,3.88,1.43,2.36,0.5,,,,,,46.3,2.41,
8208,64,2010-09-21T13:30:00.000Z,18.5,25,8.9,12.16,4.03,3.97,1.05,1.24,0.25,,,,,,44.99,2.21,
8209,64,2010-09-30T07:45:00.000Z,19.8,22,5.8,1.05,1.27,2.75,11,6.28,0.82,,,,,,31.42,1.78,
8210,64,2010-10-12T18:00:00.000Z,14.5,29.5,9,,,,,,,,,,,,,,
8211,64,2011-05-29T11:30:00.000Z,22,13,7.85,3.72,2.85,2.27,6.28,4.55,0.22,29.35,,,,,37.73,1.06,
8212,64,2011-06-07T19:15:00.000Z,22.5,22,7.9,4.13,3.33,3.88,11.19,7.89,0.53,53.07,,,,,33.1,1.56,
8213,64,2011-07-02T14:00:00.000Z,22,24.5,9.4,49.06,22.08,5.22,1.04,4.14,0.35,21.9,,,,,56.87,2.65,
8214,64,2011-07-14T14:00:00.000Z,21,21,8.9,27.24,6.55,9.69,1.42,1.93,0.19,19.57,,,,,46.57,3.3,
8215,64,2011-08-09T09:30:00.000Z,21.5,26.5,6.3,10.17,4.04,4.88,4.43,5.67,0.38,31.81,,,,,34.87,2.07,
8216,64,2011-08-16T15:40:00.000Z,19.5,,7.35,9.31,4.91,2.76,9.27,7.7,0.47,58,,,,,31.72,1.87,
8217,64,2011-09-28T15:00:00.000Z,19.5,29,7.1,8.34,2.96,6.1,0.95,2.91,0.43,21.76,,,,,31.28,1.89,
8218,64,2011-10-13T15:30:00.000Z,16,15,7.35,2.77,3.24,10.21,8.11,6.27,0.56,51.05,,,,,31.17,1.38,
8219,64,2011-10-26T14:40:00.000Z,11,20,8.15,,,,,,,,,,,,,,
8220,64,2012-05-18T14:00:00.000Z,17,8,7.75,,,,,,,,,,,,,,
8221,64,2012-06-03T00:00:00.000Z,17,25,6.8,6.85,5.07,3.99,3.55,0.78,0.51,34.26,,,,,44.31,1.93,
8222,64,2012-06-10T19:00:00.000Z,22,27,7.7,5.68,3.88,4.37,2.57,2.3,0.49,20.35,,,,,43.93,1.88,
8223,64,2012-06-27T19:50:00.000Z,21,27,7.4,2.07,1.43,3.42,5.09,6.7,0.81,23.85,,,,,31.23,1.56,
8224,64,2012-07-11T18:00:00.000Z,25,25,6.8,6.68,2.19,3.79,5.98,1.58,0.28,41.27,,,,,41.47,1.51,
8225,64,2012-08-03T15:00:00.000Z,24,29,6.9,4.41,1.61,3.21,1.56,1.07,0.43,16.63,,,,,25.62,1.45,
8226,64,2012-08-09T19:30:00.000Z,25,29,8.9,2.71,1.39,2.97,0.52,0.71,0.3,21.39,,,,,23.21,1.03,
8227,64,2012-08-23T18:30:00.000Z,23,25,6.6,1.79,1.8,2.68,1.57,1.15,0.4,18.4,,,,,27.67,1.2,
8228,64,2012-09-05T17:20:00.000Z,21.5,10,5,1.87,3.12,23.97,13.01,7.97,2.19,30.1,,,,,37.24,3.97,
8229,64,2012-09-11T10:00:00.000Z,17,20,6.6,1.97,1.44,3.02,7.11,4.42,0.95,33.04,,,,,33.89,1.35,
8230,64,2012-09-27T12:00:00.000Z,17.5,31,6.9,0.46,0.26,2.44,2.87,1.21,1.21,23.64,,,,,20.97,1.85,
8231,64,2013-05-06T11:51:00.000Z,14,19,8.4,0.51,0.61,2.09,14.33,4.45,0.34,20.47,,,,,28.79,0.7,
8232,64,2013-05-14T17:20:00.000Z,16,16.5,8.5,2.48,1.33,4.94,11.89,5.53,0.3,19.8,,,,,34.32,1.02,
8233,64,2013-05-28T17:15:00.000Z,17,23,7.5,2.36,1.73,5.13,5.86,6.63,0.62,28,,,,,40.11,1.2,
8234,64,2013-06-03T10:00:00.000Z,21,20,6,2.6,2.44,7.13,11.29,14.48,1,32.41,,,,,40.65,1.73,
8235,64,2013-06-13T16:50:00.000Z,17,6,7.25,0.36,0.62,3.74,7.06,4.67,0.36,19.05,,,,,44.62,1.01,
8236,64,2013-06-27T17:20:00.000Z,19.5,26,5.9,6.76,2.46,5.58,2.69,6.29,0.66,24.76,,,,,38.89,1.69,
8237,64,2013-07-11T19:00:00.000Z,23,11,5.75,0.49,0.69,11.7,17.43,11.07,0.61,24.59,,,,,52.5,2.08,
8238,64,2013-07-23T14:30:00.000Z,22.5,27,5.9,0.91,0.57,8.8,3.01,3.31,0.47,21.71,,,,,36.01,1.78,
8239,64,2013-08-09T15:45:00.000Z,22,30,,15.48,5.23,4.12,0.98,1.01,0.46,12.56,,,,,32.85,1.79,
8240,64,2013-08-23T16:00:00.000Z,21.5,30,7.8,2.74,1.28,4.09,0.51,1.76,0.34,9.78,,,,,24.03,1.3,
8241,64,2013-09-09T16:40:00.000Z,18,32,8.9,0.6,0.25,3.29,0.97,1.73,0.27,6.34,,,,,25.65,1.46,
8242,64,2013-09-23T16:40:00.000Z,17,33,8.6,1.77,0.97,2.59,1.42,1.87,0.33,15.56,,,,,12.4,0.72,
8243,64,2014-06-03T18:15:00.000Z,22,26,9.9,11.67,3.25,5.11,3.14,0.28,0.33,23.44,,,,,42.09,2.15,
8244,64,2014-06-20T08:00:00.000Z,17,28,5.4,1.2,1.34,0.68,3.95,6.24,0.67,21.39,,,,,28.08,1.12,
8245,64,2014-07-17T18:15:00.000Z,22,19,7.8,0.16,0.13,3.2,7.43,5.64,0.52,38.81,,,,,38.09,1.53,
8246,64,2014-07-28T15:15:00.000Z,22.5,25,7.6,14.1,7.71,4.54,6.01,0.46,0.41,41.02,,,,,46.11,2.43,
8247,64,2014-08-01T17:55:00.000Z,22.5,27,8.6,11.47,5.92,3.46,1.51,0.68,0.28,33.21,,,,,32.89,1.9,
8248,64,2014-08-14T17:00:00.000Z,19.5,30,7,5.23,2.04,3.47,1.32,2.17,0.38,12.14,,,,,31.39,1.61,
8249,64,2014-08-27T15:20:00.000Z,23,29,7.15,6.67,2.58,3.39,0.33,0.42,0.63,17.33,,,,,25.14,1.9,
8250,64,2014-09-13T17:20:00.000Z,19,33,7.9,2.71,1.51,3.46,0.6,0.91,0.36,9.45,,,,,23.26,1.9,
8251,64,2014-09-26T15:50:00.000Z,25,30,8.15,0.09,0.13,2.77,,,,,,,,,30.77,1.76,
8252,64,2015-05-18T16:14:00.000Z,17,18,,2.63,4.93,15.1,16.12,4.89,0.33,40.84,,,,,57.77,2.7,
8253,64,2015-05-27T11:47:00.000Z,20,17,,2.99,5.04,8.97,18.95,4.25,0.42,44.82,,,,,56.16,2.49,
8254,64,2015-06-04T17:20:00.000Z,16,10,,2.7,3.51,9.4,9.67,2.77,0.24,56.26,,,,,43.97,1.86,
8255,64,2015-06-12T12:30:00.000Z,22,18,,2.91,6.08,18.77,14.73,7.77,0.57,51.63,,,,,42.11,3.22,
8256,64,2015-06-19T18:08:00.000Z,20,24,,4.82,3.9,10,8.22,3.34,0.39,35.53,,,,,45.94,2.14,
8257,64,2015-07-02T16:30:00.000Z,22,15,,8.59,8.22,30.93,7.29,2.56,0.32,49.17,,,,,73.63,4.62,
8258,64,2015-07-10T10:46:00.000Z,21,11,,0.74,1.09,7.9,12.77,7.84,0.56,62.89,,,,,33.2,2.05,
8259,64,2015-07-17T17:07:00.000Z,22.5,16,,8.39,4.5,11.2,11.23,3.15,0.39,55.64,,,,,42.72,2.19,
8260,64,2015-07-25T10:38:00.000Z,22,20,,14.97,0.48,3.41,11.61,4.14,0.53,48.9,,,,,39.02,1.91,
8261,64,2015-08-06T08:34:00.000Z,20,22,,14.68,7.62,15.23,3.64,3.1,0.33,37.51,,,,,49.1,2.87,
8262,64,2015-08-14T16:15:00.000Z,23,19,,27.23,7.29,11.22,4.5,0.29,0.13,38.45,,,,,23.31,1.21,
8263,64,2015-08-29T15:20:00.000Z,22,21,,22.95,11.63,28.33,5.31,0.83,0.3,42.68,,,,,49.15,4.33,
8264,64,2015-09-28T15:57:00.000Z,18,25,,6.14,5.94,27.93,10.78,5.56,0.54,47.11,,,,,35.89,3.29,
8265,64,2016-05-16T00:00:00.000Z,14.8,15.1,8.3,4.51,7.46,26.13,10.17,4.1,0.31,19.3,,,,,56.19,2.74,
8266,64,2016-06-17T14:30:00.000Z,22,21,,22.14,4.89,6.78,12.2,0.37,0.2,32.81,,,,,45.77,2.12,
8267,64,2016-07-01T13:20:00.000Z,23,20,,21.74,9.74,30.03,8.86,0.7,0.13,27.33,,,,,58.75,2.37,
8268,64,2016-07-16T13:42:00.000Z,25,24,,37.61,4.69,7.94,6.69,0.18,0.2,40.46,,,,,40.71,1.85,
8269,64,2016-07-30T12:49:00.000Z,23,26,,17.18,4.56,11.4,6.68,2.13,0.58,37.73,,,,,27.45,2.36,
8270,64,2016-08-20T17:38:00.000Z,23,30,,30.97,10.69,7.85,0.07,0.18,0.13,27.8,,,,,43.22,4.22,
