"STATION","NAME","DATE","AWND","WDF2","WSF2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-17","5.1","  290","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-18","5.5","  280","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-19","3.5","  270","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-20","2.9","  190","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-21","5.1","  280","13.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-22","6.8","  270","14.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-23","5.3","  300","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-24","1.5","  340","4.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-25","2.3","  200","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-26","4.3","  190","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-27","5.8","  200","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-28","5.7","  250","13.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-29","5.2","  320","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-30","6.4","  260","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-10-31","6.5","  330","10.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-01","5.8","  320","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-02","3.6","  320","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-03","2.9","  260","6.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-04","5.5","   40","13.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-05","3.6","  240","10.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-06","4.3","   20","7.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-07","6.1","  320","10.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-08","9.1","   40","18.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-09","6.2","   10","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-10","7.5","   20","12.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-11","6.0","   40","13.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-12","3.6","   40","6.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-13","2.0","  320","4.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-14","3.5","   60","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-15","2.1","   70","4.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-16","3.5","  110","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-17","8.9","  270","16.1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-18","6.5","  280","14.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-19","3.8","  290","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-20","5.8","  290","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-21","4.1","   10","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-22","4.9","  220","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-23","4.2","  290","12.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-24","8.9","  300","13.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-25","4.5","  290","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-26","4.4","  280","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-27","5.6","  280","12.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-28","4.9","  290","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-29","2.8","  160","4.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-11-30","3.0","  110","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-01","6.9","  130","13.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-02","6.3","  270","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-03","5.2","  320","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-04","6.3","  300","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-05","5.0","  290","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-06","8.4","  270","12.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-07","6.9","  280","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-08","7.5","  280","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-09","5.9","  280","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-10","3.2","  320","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-11","2.2","  240","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-12","7.3","  140","15.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-13","5.3","  150","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-14","6.0","  290","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-15","7.0","  290","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-16","4.6","  230","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-17","3.3","  280","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-18","1.8","  280","4.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-19","3.5","  350","6.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-20","6.6","  320","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-21","8.6","  320","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-22","6.8","  320","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-23","8.1","  330","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-24","6.1","  320","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-25","2.6","  320","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-26","8.4","   30","18.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-27","13.1","  320","17.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-28","9.3","  300","15.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-29","4.6","  320","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-30","3.4","  240","6.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2010-12-31","3.0","  240","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-01","2.7","  240","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-02","3.1","  300","10.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-03","6.9","  320","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-04","4.6","  230","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-05","5.2","  270","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-06","2.8","  290","6.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-07","4.2","   20","7.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-08","5.0","  360","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-09","7.5","  290","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-10","7.2","  300","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-11","2.9","  320","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-12","10.6","   40","16.1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-13","7.7","  310","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-14","4.1","  320","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-15","4.3","  190","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-16","6.0","  290","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-17","3.6","  290","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-18","4.9","   30","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-19","4.0","  320","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-20","3.8","  320","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-21","6.3","  290","12.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-22","3.8","  280","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-23","5.5","  320","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-24","5.4","  290","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-25","2.4","  190","5.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-26","4.2","   40","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-27","6.5","   10","16.1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-28","2.3","  270","5.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-29","2.5","  280","5.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-30","3.8","  270","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-01-31","3.7","  320","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-01","4.3","   10","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-02","5.8","  320","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-03","3.1","  320","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-04","5.5","  230","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-05","3.1","  240","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-06","6.8","  280","13.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-07","2.7","  290","5.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-08","6.0","  280","14.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-09","6.8","  290","13.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-10","5.1","  320","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-11","4.5","  250","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-12","5.7","  250","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-13","6.0","  220","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-14","7.1","  320","14.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-15","9.1","  310","14.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-16","4.3","  220","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-17","2.7","  220","6.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-18","4.6","  270","16.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-19","10.2","  290","16.1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-20","7.7","  320","14.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-21","5.4","  350","10.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-22","5.5","  320","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-23","4.6","  330","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-24","3.9","  220","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-25","5.4","  310","14.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-26","5.1","  320","13.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-27","3.4","  350","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-02-28","3.8","  330","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-01","5.3","  330","13.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-02","8.3","  230","14.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-03","5.8","  320","13.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-04","3.6","  200","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-05","5.5","  210","13.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-06","7.1","  210","14.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-07","9.6","  180","15.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-08","3.6","  320","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-09","6.2","  100","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-10","7.2","  100","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-11","5.1","  110","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-12","5.6","  250","10.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-13","5.0","  290","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-14","3.5","  320","7.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-15","4.4","  110","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-16","3.2","  320","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-17","4.1","  300","7.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-18","8.3","  280","16.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-19","4.1","  320","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-20","4.4","  120","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-21","4.7","  140","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-22","5.7","  340","10.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-23","3.5","  100","6.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-24","4.7","   20","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-25","5.4","  290","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-26","6.9","  290","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-27","7.2","  300","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-28","7.3","  290","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-29","5.5","  300","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-30","4.7","  110","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-03-31","3.7","   50","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-01","6.8","   20","12.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-02","6.8","  270","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-03","6.2","  300","12.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-04","3.0","  170","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-05","7.7","  210","15.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-06","6.8","  280","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-07","3.6","  120","7.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-08","3.9","  120","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-09","4.5","  200","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-10","4.7","  170","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-11","6.0","  210","10.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-12","4.7","  290","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-13","6.0","  120","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-14","5.1","  320","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-15","5.4","  120","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-16","8.5","  130","13.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-17","7.8","  130","13.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-18","6.5","  260","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-19","2.9","  360","6.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-20","4.1","   80","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-21","7.9","  280","16.1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-22","4.5","   90","7.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-23","4.7","  130","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-24","4.0","  280","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-25","2.6","   90","5.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-26","3.3","  100","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-27","4.2","  190","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-28","8.2","  200","14.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-29","4.9","  230","10.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-04-30","3.9","  330","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-01","4.8","   70","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-02","4.2","  110","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-03","4.5","  170","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-04","4.6","  320","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-05","6.0","  280","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-06","6.8","  200","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-07","3.6","  120","13.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-08","3.4","   70","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-09","7.2","   40","15.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-10","8.4","   30","15.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-11","7.1","   30","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-12","4.6","   50","7.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-13","3.4","   90","7.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-14","3.3","  190","5.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-15","3.9","   30","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-16","6.4","   30","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-17","5.8","   30","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-18","5.4","   40","9.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-19","3.4","  100","6.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-20","2.3","  100","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-21","3.3","   60","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-22","3.9","   50","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-23","4.6","  200","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-24","5.0","  190","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-25","4.7","  110","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-26","4.6","  190","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-27","4.0","  190","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-28","3.6","   70","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-29","5.2","  230","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-30","3.7","  230","7.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-05-31","3.6","  110","6.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-01","6.4","  230","13.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-02","7.7","  290","13.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-03","6.3","  330","11.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-04","4.2","  100","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-05","3.3","  100","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-06","2.6","  110","5.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-07","3.0","   90","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-08","2.7","  240","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-09","5.6","  300","14.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-10","4.1","   90","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-11","4.4","  100","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-12","5.6","   30","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-13","2.7","  100","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-14","4.6","   30","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-15","4.5","   40","8.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-16","4.7","  240","7.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-17","5.1","  230","10.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-18","3.4","  290","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-19","5.1","  320","8.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-20","2.7","   90","6.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-21","4.0","  110","7.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2011-06-22","3.4","   90","8.9"
